No Agenda,Tanggal,No. Bukti,Sumber Dana,Bank Tujuan,Kriteria CF,Penerima/dari,Uraian,Debet,Kredit,@,Edit Uraian,Revisi Nominal,Nilai Ajuan,Uraian Asli
2440_2026,10/04/2026,2223, PT. Bank Mandiri (Cadangan MTN) * 146-00-1201420-0 ,  , 50. Pembelian TBS KALSEL , Pemasok di PKS Long Pinang , Permintaan pembayaran TBS di PKS Long Pinang periode tgl. 8 April 2026 ,,  236.540.166 ,,,,  236.540.166 , Permintaan pembayaran TBS di PKS Long Pinang periode tgl. 8 April 2026 
2441_2026,10/04/2026,2224, PT. Bank Mandiri (Cadangan MTN) * 146-00-1201420-0 ,  , 50. Pembelian TBS KALSEL , Pemasok TBS di PKS Pelaihari , Permintaan pembayaran TBS Pemasok di PKS Pelaihari periode tgl. 8 April 2026 ,,  538.860.373 ,,,,  538.860.373 , Permintaan pembayaran TBS Pemasok di PKS Pelaihari periode tgl. 8 April 2026 
2467_2026,10/04/2026,2225, PT. Bank Mandiri (Cadangan MTN) * 146-00-1201420-0 ,  , 50. Pembelian TBS KALBAR & P3BB , Pemasok TBS di PKS Gunung Meliau , Permintaan pembayaran Pembelian TBS Plasma/Pekebun Swadaya P.III PKS Gunung Meliau periode tgl. 9 April 2026 ,,  261.068.692 ,,,,  261.068.692 , Permintaan pembayaran Pembelian TBS Plasma/Pekebun Swadaya P.III PKS Gunung Meliau periode tgl. 9 April 2026 
2468_2026,10/04/2026,2226, PT. Bank Mandiri (Cadangan MTN) * 146-00-1201420-0 ,  , 50. Pembelian TBS KALBAR & P3BB , Pemasok TBS di PKS Rimba Belian , Permintaan pembayaran Pembelian TBS Plasma/Pekebun Swadaya P.III PKS Rimba Belian periode tgl. 9 April 2026 ,,  213.460.212 ,,,,  213.460.212 , Permintaan pembayaran Pembelian TBS Plasma/Pekebun Swadaya P.III PKS Rimba Belian periode tgl. 9 April 2026 
2469_2026,10/04/2026,2227, PT. Bank Mandiri (Cadangan MTN) * 146-00-1201420-0 ,  , 50. Pembelian TBS KALBAR & P3BB , Pemasok TBS di PKS Parindu , Permintaan pembayaran Pembelian TBS di PKS Parindu periode tgl. 9 April 2026 ,,  1.011.345.299 ,,,,  1.011.345.299 , Permintaan pembayaran Pembelian TBS di PKS Parindu periode tgl. 9 April 2026 
2470_2026,10/04/2026,2228, PT. Bank Mandiri (Cadangan MTN) * 146-00-1201420-0 ,  , 50. Pembelian TBS KALBAR & P3BB , Pemasok TBS di PKS Ngabang , Permintaan pembayaran Pembelian TBS Pekebun Swadaya/Pihak III PKS Ngabang periode tgl. 9 April 2026 ,,  277.575.323 ,,,,  277.575.323 , Permintaan pembayaran Pembelian TBS Pekebun Swadaya/Pihak III PKS Ngabang periode tgl. 9 April 2026 
2471_2026,10/04/2026,2229, PT. Bank Mandiri (Cadangan MTN) * 146-00-1201420-0 ,  , 50. Pembelian TBS KALBAR & P3BB , Pemasok TBS di PKS Kembayan , Permintaan pembayaran Pembelian TBS Plasma/Pekebun Swadaya P.III PKS Kembayan periode tgl. 9 April 2026 ,,  694.307.880 ,,,,  694.307.880 , Permintaan pembayaran Pembelian TBS Plasma/Pekebun Swadaya P.III PKS Kembayan periode tgl. 9 April 2026 
2472_2026,10/04/2026,2230, PT. Bank Mandiri (Cadangan MTN) * 146-00-1201420-0 ,  , 50. Pembelian TBS KALTIM , Pemasok di PKS Long Pinang , Permintaan pembayaran TBS di PKS Long Pinang periode tgl. 9 April 2026 ,,  166.246.342 ,,,,  166.246.342 , Permintaan pembayaran TBS di PKS Long Pinang periode tgl. 9 April 2026 
2473_2026,10/04/2026,2231, PT. Bank Mandiri (Cadangan MTN) * 146-00-1201420-0 ,  , 50. Pembelian TBS KALSEL , Pemasok TBS di PKS Pelaihari , Permintaan pembayaran TBS Pemasok di PKS Pelaihari periode tgl. 9 April 2026 ,,  434.796.185 ,,,,  434.796.185 , Permintaan pembayaran TBS Pemasok di PKS Pelaihari periode tgl. 9 April 2026 
2466_2026,10/04/2026,2232, PT. Bank Mandiri (Cadangan MTN) * 146-00-1201420-0 ,  , 50. Pembelian TBS KALSEL , Kebun Pamukan  , Permintaan pembayaran Pembelian TBS Plasma Kebun Pamukan periode bulan Maret 2026 ,,  299.580.132 ,,,,  299.580.132 , Permintaan pembayaran Pembelian TBS Plasma Kebun Pamukan periode bulan Maret 2026 
2411_2026,10/04/2026,2233, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, PT PLN Cab. Pontianak , Pembayaran biaya Rekening PLN untuk periode pemakaian bulan Maret 2026 sesuai rincian dan rekapitulasi data pelanggan (terlampir) ,,  52.280.296 ,,,,  52.280.296 , Pembayaran biaya Rekening PLN untuk periode pemakaian bulan Maret 2026 sesuai rincian dan rekapitulasi data pelanggan (terlampir) 
2410_2026,10/04/2026,2234, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, Hotel Gajah Mada Pontianak , Pembayaran biaya Akomodasi di Hotel Gajah Mada Pontianak sesuai Bill No. 028047 tanggal 10 Maret 2026 atas nama Aken Been dan Yulius Tehau ,,  2.357.001 ,,,,  2.357.001 , Pembayaran biaya Akomodasi di Hotel Gajah Mada Pontianak sesuai Bill No. 028047 tanggal 10 Maret 2026 atas nama Aken Been dan Yulius Tehau 
2221_2026,10/04/2026,2235, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, Zainul Irwansyah Bank BCA No. Rekg. 7345009612 ," Pembayaran biaya Publikasi PTPN Regional 5 di Media Online Sinarraya pada bulan Februari 2026 dengan tarif per berita sebesar Rp1.500.000,- excld. PPN  ",,  1.470.000 ,,,,  1.470.000 ," Pembayaran biaya Publikasi PTPN Regional 5 di Media Online Sinarraya pada bulan Februari 2026 dengan tarif per berita sebesar Rp1.500.000,- excld. PPN  "
2289_2026,10/04/2026,2236, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, PT Media Kalbar Press Bank Kalbar No. Rekg. 1021435500 ," Pembayaran biaya Publikasi PTPN Regional 5 di Media Online MEDIA KALBAR pada bulan Pebruari 2026 dengan tarif per berita sebesar Rp1.500.000,- excld. PPN ",,  1.470.000 ,,,,  1.470.000 ," Pembayaran biaya Publikasi PTPN Regional 5 di Media Online MEDIA KALBAR pada bulan Pebruari 2026 dengan tarif per berita sebesar Rp1.500.000,- excld. PPN "
2293_2026,10/04/2026,2237, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, PT Akcaya Utama Bank Mandiri No. Rekg. 1460099924248 ," Pembayaran biaya Publikasi 2 (dua) buah Iklan PTPN Regional 5 di Harian Pontianak Post pada bulan Pebruari 2026 dengan tarif per iklan sebesar Rp500.000,- excld. PPN ",,  980.000 ,,,,  980.000 ," Pembayaran biaya Publikasi 2 (dua) buah Iklan PTPN Regional 5 di Harian Pontianak Post pada bulan Pebruari 2026 dengan tarif per iklan sebesar Rp500.000,- excld. PPN "
2291_2026,10/04/2026,2238, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, Sabirin Bank BCA No. Rekg. 8855331582 ," Pembayaran biaya Publikasi PTPN Regional 5 di Media Online CYBER PERS pada bulan Pebruari 2026 dengan tarif per berita sebesar Rp1.500.000,- excld. PPN ",,  1.470.000 ,,,,  1.470.000 ," Pembayaran biaya Publikasi PTPN Regional 5 di Media Online CYBER PERS pada bulan Pebruari 2026 dengan tarif per berita sebesar Rp1.500.000,- excld. PPN "
2290_2026,10/04/2026,2239, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, PT Kapuas Media Sarana Bank BCA No. Rekg. 0292576569 ," Pembayaran biaya Publikasi 2 (dua) buah berita PTPN Regional 5 di Kumparan pada bulan Januari 2026 dengan tarif per berita sebesar Rp1.000.000,- excld. PPN ",,  1.960.000 ,,,,  1.960.000 ," Pembayaran biaya Publikasi 2 (dua) buah berita PTPN Regional 5 di Kumparan pada bulan Januari 2026 dengan tarif per berita sebesar Rp1.000.000,- excld. PPN "
2292_2026,10/04/2026,2240, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, Ramsyah Bank BRI No. Rekg. 161601001419535 ," Pembayaran biaya Publikasi PTPN Regional 5 di Media Online Republik Pers pada bulan Pebruari 2026 dengan tarif per berita sebesar Rp1.500.000,- excld. PPN ",,  1.470.000 ,,,,  1.470.000 ," Pembayaran biaya Publikasi PTPN Regional 5 di Media Online Republik Pers pada bulan Pebruari 2026 dengan tarif per berita sebesar Rp1.500.000,- excld. PPN "
2454_2026,10/04/2026,2241, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, 5KGS (Unit Group Wilayah Kalselteng) , Pembayaran biaya Perjalanan Dinas Karyawan PMO sesuai Memorandum No 5KGS/5BSH/04/II/2026 tgl 10 Februari 2026 ,,  29.520.000 ,,,,  29.520.000 , Pembayaran biaya Perjalanan Dinas Karyawan PMO sesuai Memorandum No 5KGS/5BSH/04/II/2026 tgl 10 Februari 2026 
2404_2026,10/04/2026,2242, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, Unit Proyek Batubara (UPB) Danau Salak , Pembayaran Uji Laboratorium Batubara periode April Tahun 2026 sesuai Permintaan Pelaksanaan Anggaran Belanja (PPAB) No. 5UPB/5PMB/1-3/III/2026 ,,  7.195.204 ,,,,  7.195.204 , Pembayaran Uji Laboratorium Batubara periode April Tahun 2026 sesuai Permintaan Pelaksanaan Anggaran Belanja (PPAB) No. 5UPB/5PMB/1-3/III/2026 
2415_2026,10/04/2026,2243VA, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, Dedy Wahyudi Catatan: Bank Mandiri 1460011631509 a.n. Lia Apriani , Penggantian biaya Bahan Bakar Minyak (BBM) untuk Petugas Ekspedisi periode bulan Maret 2026 tanggal 6 April 2026 ,,  640.000 ,,,,  640.000 , Penggantian biaya Bahan Bakar Minyak (BBM) untuk Petugas Ekspedisi periode bulan Maret 2026 tanggal 6 April 2026 
2399_2026,10/04/2026,2244VA, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, Kebun Gunung Meliau , Biaya Pelaksanaan Pelatihan dan Sertifikasi Pilot Drone di Kebun Gunung Meliau Tanggal 14-16 April 2026 ,,  31.520.000 ,,,31.520.000,  95.520.000 , Biaya Pelaksanaan Pelatihan dan Sertifikasi Pilot Drone di Kebun Gunung Meliau Tanggal 14-16 April 2026 
2492_2026,10/04/2026,2245VA, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, Surya Xico Marpaung (Kabag. Sekretariat & Hukum) , Biaya Kegiatan Penndampingan Hukum Pelaksanaan Pekerjaan Peningkatan Jalan Penghubung di Kebun Ngabang sesuai Memo No. 5SKH/5SBS/M-232/IV/2026 tgl. 10 April 2026 ,,  150.000.000 ,,,,  150.000.000 , Biaya Kegiatan Penndampingan Hukum Pelaksanaan Pekerjaan Peningkatan Jalan Penghubung di Kebun Ngabang sesuai Memo No. 5SKH/5SBS/M-232/IV/2026 tgl. 10 April 2026 
2407_2026,10/04/2026,2246, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, MPN (Modul Penerimaan Negara) , Pembayaran atas PPh Pasal 22 Regional Office PTPN IV Regional V Masa Maret 2026 NPWP 01.061.129.1.051.000 ,,  164.196.055 ,,,,  164.196.055 , Pembayaran atas PPh Pasal 22 Regional Office PTPN IV Regional V Masa Maret 2026 NPWP 01.061.129.1.051.000 
2408_2026,10/04/2026,2247, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, MPN (Modul Penerimaan Negara) , Pembayaran atas PPh Pasal 23 Regional Office PTPN IV Regional V Masa Maret 2026 NPWP 01.061.129.1.051.000 ,,  419.596.316 ,,,,  419.596.316 , Pembayaran atas PPh Pasal 23 Regional Office PTPN IV Regional V Masa Maret 2026 NPWP 01.061.129.1.051.000 
2409_2026,10/04/2026,2248, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, MPN (Modul Penerimaan Negara) , Pembayaran atas PPh Pasal 4 ayat 2 Regional Office PTPN IV Regional V Masa Maret 2026 NPWP NO 01.061.129.1.051.000 ,,  29.222.333 ,,,,  29.222.333 , Pembayaran atas PPh Pasal 4 ayat 2 Regional Office PTPN IV Regional V Masa Maret 2026 NPWP NO 01.061.129.1.051.000 
2357_2026,10/04/2026,2249, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, Modul Penerimaan Negara (MPN) , Pembayaran atas Surat Ketetapan Pajak Kurang Bayar (SKPKB) PPh 21 Masa Desember 2021 No. 00012/201/21/051/26 tgl. 27 Maret 2026 ,,  464.005.043 ,,,,  464.005.043 , Pembayaran atas Surat Ketetapan Pajak Kurang Bayar (SKPKB) PPh 21 Masa Desember 2021 No. 00012/201/21/051/26 tgl. 27 Maret 2026 
2358_2026,10/04/2026,2250, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, Modul Penerimaan Negara (MPN) , Pembayaran atas Surat Ketetapan Pajak Kurang Bayar (SKPKB) PPh 22 Masa Desember 2021 No. 00014/202/21/051/26 tgl. 27 Maret 2026 ,,  320.036.085 ,,,,  320.036.085 , Pembayaran atas Surat Ketetapan Pajak Kurang Bayar (SKPKB) PPh 22 Masa Desember 2021 No. 00014/202/21/051/26 tgl. 27 Maret 2026 
2359_2026,10/04/2026,2251, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, Modul Penerimaan Negara (MPN) , Pembayaran atas Surat Ketetapan Pajak Kurang Bayar (SKPKB) PPh 23 Masa Desember 2021 No. 00014/203/21/051/26 tgl. 27 Maret 2026 ,,  142.692.575 ,,,,  142.692.575 , Pembayaran atas Surat Ketetapan Pajak Kurang Bayar (SKPKB) PPh 23 Masa Desember 2021 No. 00014/203/21/051/26 tgl. 27 Maret 2026 
2360_2026,10/04/2026,2252, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, Modul Penerimaan Negara (MPN) , Pembayaran atas Surat Ketetapan Pajak Kurang Bayar (SKPKB) PPh Pasal 4 ayat 2 Masa Desember 2021 No. 00006/240/21/051/26 tgl. 27 Maret 2026 ,,  404.668.278 ,,,,  404.668.278 , Pembayaran atas Surat Ketetapan Pajak Kurang Bayar (SKPKB) PPh Pasal 4 ayat 2 Masa Desember 2021 No. 00006/240/21/051/26 tgl. 27 Maret 2026 
2356_2026,10/04/2026,2253, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, Modul Penerimaan Negara (MPN) , Pembayaran atas Surat Tagihan Pajak (STP) & Surat Ketetapan Pajak Kurang Bayar (SKPKB) PPN ,,  362.639.375 ,,,,  362.639.375 , Pembayaran atas Surat Tagihan Pajak (STP) & Surat Ketetapan Pajak Kurang Bayar (SKPKB) PPN 
2355_2026,10/04/2026,2254, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, Modul Penerimaan Negara (MPN) , Pembayaran Denda Pokok atas PPN Masa Septemer 2017 Ref No. 00046/207/17/051/22 ,,  3.008.078.310 ,,,,  3.008.078.310 , Pembayaran Denda Pokok atas PPN Masa Septemer 2017 Ref No. 00046/207/17/051/22 
2427_2026,10/04/2026,2255, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, Sesuai Lampiran ," Pembayaran Hak Karyawan Berhenti karena Program Pensiun Dipercepat (PPD) sesuai Berita Acara Hasil Seleksi Pengajuan Program Pensiun Dipercepat (PPD) Tahap III Tahun 2026 di PTPN IV Regional V tanggal 27 Maret 2026 untuk ditransfer sesuai nama-nama sebanyak 4 orang a.n. Sahla, Hasan Basri, Yanto, dan Tande ",,  334.258.499 ,,,,  334.258.499 ," Pembayaran Hak Karyawan Berhenti karena Program Pensiun Dipercepat (PPD) sesuai Berita Acara Hasil Seleksi Pengajuan Program Pensiun Dipercepat (PPD) Tahap III Tahun 2026 di PTPN IV Regional V tanggal 27 Maret 2026 untuk ditransfer sesuai nama-nama sebanyak 4 orang a.n. Sahla, Hasan Basri, Yanto, dan Tande "
2216_2026,10/04/2026,2256, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, Hotel Mercure Pontianak , Pembayaran biaya Konsumsi di Hotel Mercure Pontianak sesuai Invoice No. AR-26030064 tanggal 28 Pebruari 2026 a.n. Martinus Bontot (Tamu Perusahaan) ,,  1.130.580 ,,,  1.130.580 ,  1.130.000 , Pembayaran biaya Konsumsi di Hotel Mercure Pontianak sesuai Invoice No. AR-26030064 tanggal 28 Pebruari 2026 a.n. Martinus Bontot (Tamu Perusahaan) 
2452_2026,10/04/2026,2257, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, Ferryanto Situmorang Bendahara Umum SP BUN PTPN XIII Tk. Perusahaan , Pembayaran biaya Iuran Anggota Serikat Pekerja Perkebunan (SP BUN) PTPN IV Regional V (eks PTPN XIII) dan Pemotongan Sumbangan SP BUN Wilayah Kalbar bulan Maret 2026 sesuai surat No. SP BUN/5SKH/08/IV/2026 tgl. 08 April 2026 ,,  16.063.000 ,,,,  16.063.000 , Pembayaran biaya Iuran Anggota Serikat Pekerja Perkebunan (SP BUN) PTPN IV Regional V (eks PTPN XIII) dan Pemotongan Sumbangan SP BUN Wilayah Kalbar bulan Maret 2026 sesuai surat No. SP BUN/5SKH/08/IV/2026 tgl. 08 April 2026 
2428_2026,10/04/2026,2258, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,, 50. ANGKUTAN TBS DAN KARET , CV Riezky Perkasa , Permintaan pembayaran Pekerjaan Angkutan TBS Kebun Rimba Belian bulan Maret 2026 sesuai Surat Perjanjian No. 5TAN/SPK/49/5KRB/IV/2025 tgl. 15 April 2025 ,,  77.605.753 ,,,,  77.605.753 , Permintaan pembayaran Pekerjaan Angkutan TBS Kebun Rimba Belian bulan Maret 2026 sesuai Surat Perjanjian No. 5TAN/SPK/49/5KRB/IV/2025 tgl. 15 April 2025 
2429_2026,10/04/2026,2259, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, CV Riezky Perkasa , Permintaan pembayaran Pekerjaan Langsir TBS Kebun Rimba Belian bulan Maret 2026 sesuai Surat Perjanjian No. 5KRB/5TAN/SPK/03a/III/2026 tgl. 2 Maret 2026 ,,  11.347.107 ,,,,  11.347.107 , Permintaan pembayaran Pekerjaan Langsir TBS Kebun Rimba Belian bulan Maret 2026 sesuai Surat Perjanjian No. 5KRB/5TAN/SPK/03a/III/2026 tgl. 2 Maret 2026 
2388_2026,10/04/2026,2260, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, Kebun Batulicin , Permintaan Pengajuan Uang Muka/Kontanan Sadap Hari Minggu/Libur Kebun Batulicin bulan April 2026 sesuai surat No. 5KBL/5SO.I/28/III/2026 tgl. 28 Maret 2026 ,,  72.617.000 ,,,,  72.617.000 , Permintaan Pengajuan Uang Muka/Kontanan Sadap Hari Minggu/Libur Kebun Batulicin bulan April 2026 sesuai surat No. 5KBL/5SO.I/28/III/2026 tgl. 28 Maret 2026 
2444_2026,10/04/2026,2261, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, Kebun Sungai Dekan , Permintaan pembayaran Terkait Akomodasi Karyawan Pemanen Kebun Kembayan & Rimba Belian ke Kebun Sungai Dekan Gelombang 4 sesuai surat No. 5KSD/SOP1/eM-33/III/2026 tgl. 05 Maret 2026 ,,  11.270.000 ,,,,  11.270.000 , Permintaan pembayaran Terkait Akomodasi Karyawan Pemanen Kebun Kembayan & Rimba Belian ke Kebun Sungai Dekan Gelombang 4 sesuai surat No. 5KSD/SOP1/eM-33/III/2026 tgl. 05 Maret 2026 
,10/04/2026,, PT. Bank Mandiri (Cadangan MTN) * 146-00-1201420-0 ,  ,  ,  , Biaya Administrasi MCM ,,  63.800 ,,Biaya Administrasi MCM,63.800,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155510 - PALAI ,  ,  , 81029155510|UBP60218890802FFFFFF88908867 MCM CASA UBP Pym 1L ,,  30.884.307 ,,81029155510|UBP60218890802FFFFFF88908867 MCM CASA UBP Pym 1L,30.884.307,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155510 - PALAI ,  ,  , 81029155510|UBP60218890802FFFFFF88908867 MCM CASA UBP Pym 1L ,,  5.000 ,,81029155510|UBP60218890802FFFFFF88908867 MCM CASA UBP Pym 1L,5.000,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155510 - PALAI ,  ,  , 81029155510| Transfer Online CS  137251 9120485840PERKEBUNAN NUSANTARA ,,  760.000 ,,81029155510| Transfer Online CS  137251 9120485840PERKEBUNAN NUSANTARA,760.000,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155510 - PALAI ,  ,  , 81029155510|Transfer Fee         2026041 Fee         2026041 Transfer Online CS  PERKEBUNAN NUSANTARA ,,  6.500 ,,81029155510|Transfer Fee         2026041 Fee         2026041 Transfer Online CS  PERKEBUNAN NUSANTARA,6.500,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155510 - PALAI ,  ,  , 81029155510| Transfer Online CS  137506 1043420008PERKEBUNAN NUSANTARA ,,  466.000 ,,81029155510| Transfer Online CS  137506 1043420008PERKEBUNAN NUSANTARA,466.000,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155510 - PALAI ,  ,  , 81029155510|Transfer Fee         2026041 Fee         2026041 Transfer Online CS  PERKEBUNAN NUSANTARA ,,  6.500 ,,81029155510|Transfer Fee         2026041 Fee         2026041 Transfer Online CS  PERKEBUNAN NUSANTARA,6.500,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155510 - PALAI ,  ,  , 81029155510| MCM InhouseTrf CS-CS  KE SAPRIYADI ,,  1.154.000 ,,81029155510| MCM InhouseTrf CS-CS  KE SAPRIYADI,1.154.000,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155531 - UGKB ,  ,  , 81029155531| Transfer Online P-CS  483901039533536/OI36000870509261PERKEBUNAN NUSANTARA ,,  20.475.000 ,,81029155531| Transfer Online P-CS  483901039533536/OI36000870509261PERKEBUNAN NUSANTARA,20.475.000,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155523 - SINTANG ,  ,  , 81029155523|202604091303746735   2026040 303746735   2026040 MCM InhouseTrf CS-CS  KE GNC ,,  2.850.000 ,,81029155523|202604091303746735   2026040 303746735   2026040 MCM InhouseTrf CS-CS  KE GNC,2.850.000,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155523 - SINTANG ,  ,  , 81029155523|Transaction Fee      2026040 on Fee      2026040 MCM InhouseTrf CS-CS  KE GNC ,,  5.800 ,,81029155523|Transaction Fee      2026040 on Fee      2026040 MCM InhouseTrf CS-CS  KE GNC,5.800,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155516 - DASAL ,  ,  , 81029155516|Bi Barang dan Jasa   2026041  dan Jasa   2026041 MCM InhouseTrf CS-CS  KE KOPERASI KARYA LESTARI ,,  2.585.000 ,,81029155516|Bi Barang dan Jasa   2026041  dan Jasa   2026041 MCM InhouseTrf CS-CS  KE KOPERASI KARYA LESTARI,2.585.000,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155516 - DASAL ,  ,  , 81029155516|UBP60213030502FFFFFF22130010 MCM CASA UBP Pym 1L ,,  14.732.577 ,,81029155516|UBP60213030502FFFFFF22130010 MCM CASA UBP Pym 1L,  14.732.577 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155516 - DASAL ,  ,  , 81029155516|UBP60213030502FFFFFF22130010 MCM CASA UBP Pym 1L ,,  5.000 ,,81029155516|UBP60213030502FFFFFF22130010 MCM CASA UBP Pym 1L,  5.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155516 - DASAL ,  ,  , 81029155516|UBP60213030502FFFFFF22130037 MCM CASA UBP Pym 1L ,,  2.895.467 ,,81029155516|UBP60213030502FFFFFF22130037 MCM CASA UBP Pym 1L,  2.895.467 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155516 - DASAL ,  ,  , 81029155516|UBP60213030502FFFFFF22130037 MCM CASA UBP Pym 1L ,,  5.000 ,,81029155516|UBP60213030502FFFFFF22130037 MCM CASA UBP Pym 1L,  5.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155516 - DASAL ,  ,  , 81029155516|Byr bi PLN           2026041 N           2026041 MCM InhouseTrf CS-CS  KE KOPERASI KARYA LESTARI ,,  4.203.793 ,,81029155516|Byr bi PLN           2026041 N           2026041 MCM InhouseTrf CS-CS  KE KOPERASI KARYA LESTARI,  4.203.793 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155516 - DASAL ,  ,  , 81029155516|Bi Lain-Lain         2026041 ain         2026041 MCM InhouseTrf CS-CS  KE KOPERASI KARYA LESTARI ,,  24.400.500 ,,81029155516|Bi Lain-Lain         2026041 ain         2026041 MCM InhouseTrf CS-CS  KE KOPERASI KARYA LESTARI,  24.400.500 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155524 - PARBA ,  ,  , 81029155524| Transfer Online CS  138498 7237280215PERKEBUNAN NUSANTARA ,,  133.200 ,,81029155524| Transfer Online CS  138498 7237280215PERKEBUNAN NUSANTARA,  133.200 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155524 - PARBA ,  ,  , 81029155524|UBP60218890802FFFFFF88908867 MCM CASA UBP Pym 1L ,,  1.715.695 ,,81029155524|UBP60218890802FFFFFF88908867 MCM CASA UBP Pym 1L,  1.715.695 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155524 - PARBA ,  ,  , 81029155524|UBP60218890802FFFFFF88908867 MCM CASA UBP Pym 1L ,,  5.000 ,,81029155524|UBP60218890802FFFFFF88908867 MCM CASA UBP Pym 1L,  5.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155515 - TAMBA ,  ,  , 81029155515|UBP60213030502FFFFFF22210015 MCM CASA UBP Pym 1L ,,  59.113.678 ,,81029155515|UBP60213030502FFFFFF22210015 MCM CASA UBP Pym 1L,  59.113.678 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155515 - TAMBA ,  ,  , 81029155515|UBP60213030502FFFFFF22210015 MCM CASA UBP Pym 1L ,,  5.000 ,,81029155515|UBP60213030502FFFFFF22210015 MCM CASA UBP Pym 1L,  5.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155524 - PARBA ,  ,  , 81029155524|UBP60218890802FFFFFF88908867 MCM CASA UBP Pym 1L ,,  2.682.291 ,,81029155524|UBP60218890802FFFFFF88908867 MCM CASA UBP Pym 1L,2.682.291,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155524 - PARBA ,  ,  , 81029155524|UBP60218890802FFFFFF88908867 MCM CASA UBP Pym 1L ,,  5.000 ,,81029155524|UBP60218890802FFFFFF88908867 MCM CASA UBP Pym 1L,5.000,  - ,  
